grid_id,lng_wgs84,lat_wgs84,nearest_meteo_id,cnt_industrial,cnt_commercial,cnt_nature,cnt_transport,cnt_catering
G00197,116.75113493106218,39.04443395204789,54619,0,0,0,0,0
G00198,116.75113493106218,39.05141044213016,54619,0,0,0,0,0
G00199,116.76011808390338,38.74379351048504,54619,0,1,0,0,0
G00200,116.76011808390338,38.750799597269065,54619,1,5,2,1,0
G00201,116.76011808390336,38.75780499652706,54619,2,8,2,2,0
G00202,116.7601180839034,38.76480970822178,54619,3,4,2,2,0
G00203,116.76011808390336,38.77181373231602,54619,5,9,2,2,0
G00204,116.76011808390335,38.77881706877263,54619,5,36,1,1,15
G00205,116.76011808390338,38.78581971755449,54619,5,36,1,1,15
G00206,116.76011808390336,38.79282167862454,54619,14,39,1,1,19
G00207,116.76011808390338,38.79982295194574,54619,15,40,1,2,21
G00208,116.76011808390336,38.80682353748114,54619,15,21,0,2,7
G00209,116.76011808390338,38.81382343519378,54619,13,299,0,11,103
G00210,116.76011808390336,38.82082264504679,54619,13,350,1,10,144
G00211,116.76011808390336,38.82782116700331,54619,10,329,1,12,122
G00212,116.7601180839034,38.83481900102657,54619,31,233,1,9,79
G00213,116.76011808390338,38.84181614707977,54619,40,7,0,1,0
G00214,116.76011808390336,38.84881260512623,54619,43,7,0,2,0
G00215,116.76011808390336,38.85580837512927,54619,28,7,0,1,0
G00216,116.76011808390336,38.862803457052294,54619,4,5,0,1,0
G00217,116.76011808390338,38.869797850858696,54619,0,1,0,2,0
G00218,116.76011808390338,38.87679155651196,54619,2,0,0,1,0
G00219,116.7601180839034,38.8837845739756,54619,3,2,0,3,0
G00220,116.76011808390336,38.890776903213165,54619,6,2,1,3,0
G00221,116.76011808390336,38.89776854418826,54619,11,11,1,4,1
G00222,116.76011808390338,38.90475949686454,54619,10,11,1,3,1
G00223,116.76011808390338,38.911749761205684,54619,11,10,1,2,1
G00224,116.76011808390336,38.91873933717544,54619,15,46,1,5,9
G00225,116.76011808390338,38.925728224737576,54619,82,223,4,16,93
G00226,116.76011808390338,38.93271642385593,54619,91,265,4,19,111
G00227,116.76011808390338,38.93970393449436,54619,95,221,2,15,102
G00228,116.76011808390338,38.94669075661678,54619,45,31,2,5,14
G00229,116.76011808390336,38.95367689018715,54619,5,0,0,0,0
G00230,116.76011808390338,38.96066233516949,54619,0,1,0,0,0
G00231,116.76011808390336,38.96764709152783,54619,5,14,0,2,1
G00232,116.76011808390338,38.974631159226256,54619,5,18,0,4,2
G00233,116.76011808390338,38.98161453822893,54619,3,18,0,4,2
G00234,116.76011808390338,38.98859722850001,54619,3,17,0,4,2
G00235,116.76011808390338,38.99557923000372,54619,0,5,0,1,1
G00236,116.7601180839034,39.00256054270436,54619,0,1,1,0,0
G00237,116.76011808390338,39.0095411665662,54619,0,0,1,0,0
G00238,116.76011808390336,39.016521101553636,54619,2,5,1,0,0
G00239,116.76011808390338,39.02350034763104,54619,2,36,0,0,3
G00240,116.7601180839034,39.03047890476289,54619,2,20,0,0,1
G00241,116.76011808390336,39.03745677291366,54619,1,3,0,0,1
G00242,116.76011808390336,39.04443395204789,54619,0,0,0,0,0
G00243,116.76011808390338,39.05141044213016,54619,0,0,0,0,0
G00244,116.76910123674455,38.73678673621228,54619,0,0,0,0,0
G00245,116.76910123674458,38.74379351048504,54619,0,5,1,1,0
G00246,116.76910123674456,38.750799597269065,54619,0,5,2,2,0
G00247,116.76910123674455,38.75780499652706,54619,2,5,3,2,0
G00248,116.76910123674455,38.76480970822178,54619,3,7,2,4,0
G00249,116.76910123674456,38.771813732316026,54619,4,3,2,2,0
G00250,116.76910123674455,38.77881706877263,54619,5,32,1,1,10
G00251,116.76910123674455,38.78581971755449,54619,9,36,1,2,18
G00252,116.76910123674456,38.79282167862454,54619,16,39,1,1,20
G00253,116.76910123674458,38.79982295194575,54619,16,27,1,2,10
G00254,116.76910123674456,38.80682353748114,54619,17,24,0,2,8
G00255,116.76910123674456,38.81382343519378,54619,25,293,0,10,138
G00256,116.76910123674455,38.82082264504679,54619,25,341,1,10,145
G00257,116.76910123674456,38.827821167003314,54619,37,334,1,14,146
G00258,116.76910123674456,38.83481900102656,54619,65,265,1,16,127
G00259,116.76910123674455,38.84181614707977,54619,63,25,0,8,23
G00260,116.76910123674456,38.84881260512622,54619,52,12,0,5,15
G00261,116.76910123674456,38.85580837512927,54619,47,5,0,4,0
G00262,116.76910123674456,38.862803457052294,54619,20,1,0,5,0
G00263,116.76910123674455,38.869797850858696,54619,8,1,0,6,0
G00264,116.76910123674456,38.87679155651196,54619,14,0,0,4,0
G00265,116.76910123674453,38.883784573975596,54619,6,2,1,6,0
G00266,116.76910123674456,38.890776903213165,54619,7,2,1,4,0
G00267,116.76910123674456,38.89776854418826,54619,10,10,1,3,1
G00268,116.76910123674456,38.90475949686454,54619,9,11,1,3,1
G00269,116.76910123674456,38.911749761205684,54619,10,9,0,2,1
G00270,116.76910123674458,38.91873933717544,54619,10,9,1,3,1
G00271,116.76910123674456,38.925728224737576,54619,68,105,3,13,44
G00272,116.76910123674455,38.93271642385592,54619,81,132,2,13,55
G00273,116.76910123674456,38.93970393449436,54619,76,79,2,10,37
G00274,116.76910123674455,38.946690756616775,54619,49,11,2,3,2
G00275,116.76910123674456,38.953676890187154,54619,5,0,0,0,0
G00276,116.76910123674455,38.96066233516949,54619,4,1,0,0,0
G00277,116.76910123674456,38.96764709152783,54619,5,12,0,2,1
G00278,116.76910123674455,38.97463115922626,54619,6,18,0,4,2
G00279,116.76910123674456,38.981614538228925,54619,8,19,0,5,3
G00280,116.76910123674455,38.98859722850001,54619,6,16,0,5,2
G00281,116.76910123674456,38.99557923000373,54619,4,7,1,3,2
G00282,116.76910123674455,39.00256054270436,54619,3,2,1,0,0
G00283,116.76910123674455,39.00954116656621,54619,4,29,1,2,8
G00284,116.76910123674456,39.016521101553636,54619,9,216,2,8,75
G00285,116.76910123674458,39.02350034763104,54619,11,232,1,6,86
G00286,116.76910123674456,39.03047890476289,54619,8,178,1,0,46
G00287,116.76910123674458,39.03745677291366,54619,6,50,1,0,19
G00288,116.76910123674455,39.04443395204789,54619,1,0,0,0,0
G00289,116.76910123674456,39.05141044213016,54619,0,0,0,0,0
G00290,116.77808438958576,38.73678673621228,54619,0,0,0,0,0
G00291,116.77808438958576,38.74379351048504,54619,0,4,1,1,0
G00292,116.77808438958576,38.750799597269065,54619,0,5,2,2,0
G00293,116.77808438958576,38.75780499652706,54619,0,5,2,2,0
G00294,116.77808438958574,38.76480970822178,54619,0,5,2,2,0
G00295,116.77808438958576,38.771813732316026,54619,2,3,0,1,0
G00296,116.77808438958576,38.77881706877263,54619,5,12,1,1,1
G00297,116.77808438958576,38.78581971755449,54619,10,20,1,2,4
G00298,116.77808438958577,38.79282167862454,54619,15,20,1,1,8
G00299,116.77808438958577,38.79982295194575,54619,14,17,1,2,7
G00300,116.77808438958576,38.80682353748114,54619,16,61,0,3,24
G00301,116.77808438958574,38.81382343519378,54619,19,231,1,8,111
G00302,116.77808438958576,38.82082264504679,54619,27,292,1,11,126
G00303,116.77808438958577,38.827821167003314,54619,37,295,1,13,137
G00304,116.77808438958574,38.83481900102656,54619,55,72,1,10,60
G00305,116.77808438958574,38.84181614707977,54619,70,28,0,8,24
G00306,116.77808438958576,38.84881260512622,54619,80,26,0,10,22
G00307,116.77808438958574,38.85580837512927,54619,79,6,0,8,0
G00308,116.77808438958577,38.862803457052294,54619,44,4,0,9,0
G00309,116.77808438958577,38.869797850858696,54619,29,4,0,13,0
G00310,116.77808438958576,38.87679155651196,54619,22,2,0,11,0
G00311,116.77808438958577,38.883784573975596,54619,19,2,0,8,0
G00312,116.77808438958574,38.890776903213165,54619,8,4,1,7,0
G00313,116.77808438958574,38.89776854418826,54619,4,3,1,3,0
G00314,116.77808438958577,38.90475949686454,54619,5,7,1,0,1
G00315,116.77808438958576,38.911749761205684,54619,3,5,0,0,0
G00316,116.77808438958577,38.91873933717544,54619,2,0,1,0,0
G00317,116.77808438958579,38.925728224737576,54619,42,19,1,6,2
G00318,116.77808438958577,38.93271642385592,54619,49,30,1,6,5
G00319,116.77808438958576,38.93970393449436,54619,50,25,2,6,3
G00320,116.77808438958576,38.946690756616775,54619,21,1,1,2,0
G00321,116.77808438958576,38.953676890187154,54619,6,0,3,0,0
G00322,116.77808438958576,38.96066233516949,54619,3,0,2,1,0
G00323,116.77808438958576,38.96764709152783,54619,6,3,1,2,0
G00324,116.77808438958576,38.97463115922626,54619,8,19,0,11,4
G00325,116.77808438958576,38.981614538228925,54619,12,24,0,9,6
G00326,116.77808438958574,38.98859722850001,54619,9,12,0,8,6
G00327,116.77808438958576,38.99557923000373,54619,4,4,1,3,2
G00328,116.77808438958577,39.00256054270436,54619,5,15,1,2,7
G00329,116.77808438958576,39.00954116656621,54619,9,100,1,9,59
G00330,116.77808438958577,39.016521101553636,54619,13,251,2,10,98
G00331,116.77808438958574,39.02350034763104,54619,18,264,1,10,105
G00332,116.77808438958574,39.03047890476289,54619,14,236,1,7,95
G00333,116.77808438958576,39.03745677291366,54619,7,160,1,0,46
G00334,116.77808438958577,39.04443395204789,54619,6,11,1,0,3
G00335,116.77808438958577,39.05141044213016,54619,0,0,1,0,0
G00336,116.77808438958574,39.0583862431251,54619,0,0,0,0,0
G00337,116.77808438958577,39.461802484958355,54523,4,7,0,0,0
G00338,116.77808438958574,39.468737568777996,54523,4,7,0,0,0
G00339,116.77808438958576,39.54497786910915,54523,8,3,0,1,8
G00340,116.77808438958576,39.5519046572328,54523,14,11,0,1,14
G00341,116.78706754242694,38.73678673621228,54619,0,0,0,0,0
G00342,116.78706754242695,38.74379351048504,54619,0,4,1,1,1
G00343,116.78706754242694,38.750799597269065,54619,0,5,1,3,1
G00344,116.78706754242695,38.75780499652706,54619,2,12,1,4,4
G00345,116.78706754242695,38.76480970822178,54619,2,9,1,3,5
G00346,116.78706754242694,38.771813732316026,54619,2,7,0,0,1
G00347,116.78706754242693,38.77881706877263,54619,1,1,0,0,0
G00348,116.78706754242693,38.78581971755449,54619,4,12,1,0,2
G00349,116.78706754242694,38.79282167862454,54619,10,8,1,1,5
G00350,116.78706754242694,38.79982295194575,54619,12,14,0,2,7
G00351,116.78706754242694,38.80682353748114,54619,11,50,0,3,8
G00352,116.78706754242694,38.81382343519378,54619,14,122,0,10,64
G00353,116.78706754242693,38.82082264504679,54619,23,170,1,10,74
G00354,116.78706754242694,38.827821167003314,54619,32,139,1,13,89
G00355,116.78706754242693,38.83481900102656,54619,35,43,1,9,39
G00356,116.78706754242694,38.84181614707977,54619,62,27,0,7,24
G00357,116.78706754242693,38.84881260512622,54619,74,27,0,11,22
G00358,116.78706754242694,38.85580837512927,54619,67,4,0,7,0
G00359,116.78706754242694,38.862803457052294,54619,64,4,0,9,0
G00360,116.78706754242694,38.869797850858696,54619,59,3,0,15,0
G00361,116.78706754242694,38.87679155651196,54619,42,2,0,11,0
G00362,116.78706754242694,38.883784573975596,54619,33,2,0,7,0
G00363,116.78706754242694,38.890776903213165,54619,18,2,0,6,0
G00364,116.78706754242694,38.89776854418826,54619,3,2,0,1,0
G00365,116.78706754242694,38.90475949686454,54619,0,0,0,0,0
G00366,116.78706754242694,38.911749761205684,54619,0,0,0,0,0
G00367,116.78706754242693,38.91873933717544,54619,1,0,2,0,0
G00368,116.78706754242694,38.925728224737576,54619,7,3,2,3,0
G00369,116.78706754242694,38.93271642385592,54619,27,5,1,4,0
G00370,116.78706754242694,38.93970393449436,54619,18,3,2,4,0
G00371,116.78706754242694,38.946690756616775,54619,5,0,3,2,0
G00372,116.78706754242694,38.953676890187154,54619,1,0,3,0,0
G00373,116.78706754242694,38.96066233516949,54619,2,1,4,3,0
G00374,116.78706754242695,38.96764709152783,54619,4,2,2,4,1
G00375,116.78706754242694,38.97463115922626,54619,8,7,1,8,4
G00376,116.78706754242694,38.981614538228925,54619,10,6,0,8,5
G00377,116.78706754242695,38.98859722850001,54619,7,8,0,6,5
G00378,116.78706754242695,38.99557923000373,54619,6,7,0,4,4
G00379,116.78706754242694,39.00256054270436,54619,5,17,1,2,9
G00380,116.78706754242693,39.00954116656621,54619,11,102,4,10,59
G00381,116.78706754242694,39.016521101553636,54619,15,244,4,11,95
G00382,116.78706754242693,39.02350034763104,54619,19,264,4,10,105
G00383,116.78706754242693,39.03047890476289,54619,17,242,1,8,95
G00384,116.78706754242693,39.03745677291366,54619,6,111,2,0,41
G00385,116.78706754242694,39.04443395204789,54619,5,7,1,0,2
G00386,116.78706754242694,39.05141044213016,54619,0,0,1,0,0
G00387,116.78706754242693,39.0583862431251,54619,0,0,1,0,0
G00388,116.78706754242694,39.44793024406296,54523,0,0,0,0,1
G00389,116.78706754242694,39.45486671004242,54523,2,5,0,0,1
G00390,116.78706754242693,39.461802484958355,54523,4,8,0,0,1
G00391,116.78706754242694,39.468737568777996,54523,4,8,0,0,0
G00392,116.78706754242694,39.475671961468635,54523,4,7,0,0,0
G00393,116.78706754242694,39.538050389499325,54523,4,1,1,1,0
G00394,116.78706754242694,39.54497786910915,54523,19,26,1,8,23
G00395,116.78706754242694,39.5519046572328,54523,26,44,1,14,42
G00396,116.78706754242693,39.55883075383805,54523,43,47,0,8,31
G00397,116.78706754242694,39.56575615889275,54523,43,33,0,2,24
G00398,116.79605069526815,38.74379351048504,54619,0,1,0,2,1
G00399,116.79605069526815,38.75079959726907,54619,1,6,1,3,4
G00400,116.79605069526816,38.757804996527064,54619,2,10,1,3,6
G00401,116.79605069526815,38.76480970822178,54619,2,10,0,3,6
G00402,116.79605069526815,38.771813732316026,54619,2,9,0,1,5
G00403,116.79605069526816,38.77881706877263,54619,2,3,0,0,0
G00404,116.79605069526815,38.78581971755449,54619,4,7,1,1,1
G00405,116.79605069526816,38.79282167862455,54619,3,15,1,0,4
G00406,116.79605069526815,38.79982295194574,54619,2,7,0,0,2
G00407,116.79605069526815,38.80682353748113,54619,7,61,0,8,15
G00408,116.79605069526815,38.81382343519378,54619,11,70,0,10,20
G00409,116.79605069526815,38.82082264504679,54619,16,78,0,10,25
G00410,116.79605069526815,38.827821167003314,54619,12,59,1,8,16
G00411,116.79605069526814,38.83481900102657,54619,11,25,0,6,24
G00412,116.79605069526815,38.84181614707977,54619,26,26,0,6,22
G00413,116.79605069526814,38.84881260512622,54619,43,27,0,10,22
G00414,116.79605069526815,38.85580837512928,54619,56,4,0,8,0
G00415,116.79605069526814,38.862803457052294,54619,62,4,0,9,0
G00416,116.79605069526815,38.869797850858696,54619,58,3,0,11,0
G00417,116.79605069526815,38.87679155651196,54619,39,2,0,10,0
G00418,116.79605069526815,38.883784573975596,54619,30,2,0,7,0
G00419,116.79605069526815,38.890776903213165,54619,23,2,0,3,0
